Player	Salary	Year
Bernard James	$788,872	2013
Jae Crowder	$788,872	2013
Tornike Shengelia	$788,872	2013
Jeffery Taylor	$788,872	2013
Mike Scott	$788,872	2013
Kent Bazemore	$762,195	2013
Diante Garrett	$719,266	2013
Malcolm Thomas	$702,233	2013
Dwight Buycks	$700,000	2013
Leandro Barbosa	$650,359	2013
Alexis Ajinca	$635,880	2013
DJ Augustin	$592,279	2013
Isaiah Canaan	$570,515	2013
Jeremy Tyler	$556,584	2013
Ricky Ledo	$550,000	2013
Kendall Marshall	$547,570	2013
Shawne Williams	$535,770	2013
Chris Douglas-Roberts	$535,288	2013
Jamaal Franklin	$535,000	2013
Ray McCallum	$524,616	2013
James Johnson	$507,409	2013
Ryan Gomes	$495,521	2013
Glen Rice Jr	$490,180	2013
Ian Clark	$490,180	2013
Dionte Christmas	$490,180	2013
Hollis Thompson	$490,180	2013
Brandon Davies	$490,180	2013
Toure Murry	$490,180	2013
Jeff Withey	$490,180	2013
Robbie Hummel	$490,180	2013
Nate Wolters	$490,180	2013
Miroslav Raduljica	$490,180	2013
Nick Calathes	$490,180	2013
Ryan Kelly	$490,180	2013
Robert Covington	$490,180	2013
Ognjen Kuzmic	$490,180	2013
Peyton Siva	$490,180	2013
Tony Mitchell	$490,180	2013
Gal Mekel	$490,180	2013
Carrick Felix	$490,180	2013
Matthew Dellavedova	$490,180	2013
Phil Pressey	$490,180	2013
Shannon Brown	$481,562	2013
Solomon Jones	$474,583	2013
Erik Murphy	$455,580	2013
Jason Collins	$436,316	2013
Luke Babbitt	$387,995	2013
Daniel Orton	$369,322	2013
Maalik Wayns	$361,952	2013
Christapher Johnson	$320,000	2013
Jarvis Varnado	$310,908	2013
Shavlik Randolph	$306,036	2013
Hilton Armstrong	$296,138	2013
Dewayne Dedmon	$256,623	2013
Stephen Jackson	$238,739	2013
Hamed Haddadi	$200,000	2013
Chris Smith	$184,538	2013
Mike Muscala	$161,471	2013
Troy Daniels	$158,587	2013
James Southerland	$155,704	2013
Jamaal Tinsley	$139,951	2013
Chris Wright	$139,212	2013
Chris Babb	$138,403	2013
Justin Hamilton	$126,870	2013
Jorge Gutierrez	$121,103	2013
Reggie Williams	$111,518	2013
Damion James	$107,776	2013
Dexter Pittman	$107,776	2013
Arinze Onuaku	$106,776	2013
Othyus Jeffers	$104,034	2013
Manny Harris	$104,034	2013
Elias Harris	$100,000	2013
DeAndre Liggins	$88,429	2013
Royal Ivey	$74,839	2013
Melvin Ely	$74,469	2013
Sasha Vujacic	$69,791	2013
Casper Ware	$69,201	2013
Seth Curry	$66,318	2013
Willie Reed	$57,668	2013
James Nunnally	$57,668	2013
Darius Johnson-Odom	$46,404	2013
Mustafa Shakur	$46,404	2013
DJ Stephens	$28,834	2013
Tony Mitchell	$28,834	2013
Shane Edwards	$28,834	2013
Vander Blue	$28,834	2013
Kobe Bryant	$23,500,000	2014
Joe Johnson	$23,180,790	2014
Carmelo Anthony	$22,458,401	2014
Amare Stoudemire	$21,896,658	2014
Dwight Howard	$21,436,271	2014
Chris Bosh	$20,644,400	2014
LeBron James	$20,644,400	2014
Chris Paul	$20,068,563	2014
Kevin Durant	$19,997,513	2014
Deron Williams	$19,754,465	2014
Rudy Gay	$19,317,326	2014
Derrick Rose	$18,862,876	2014
Blake Griffin	$17,632,688	2014
Carlos Boozer	$16,800,000	2014
Zach Randolph	$16,500,000	2014
Marc Gasol	$15,829,688	2014
Paul George	$15,800,000	2014
Kevin Love	$15,719,063	2014
Russell Westbrook	$15,719,062	2014
Brook Lopez	$15,719,000	2014
LaMarcus Aldridge	$15,200,000	2014
David Lee	$15,012,000	2014
Dwyane Wade	$15,000,000	2014
Josh Smith	$14,945,778	2014
Omer Asik	$14,898,938	2014
Eric Gordon	$14,898,938	2014
Jeremy Lin	$14,898,938	2014
Roy Hibbert	$14,898,938	2014
Gordon Hayward	$14,746,000	2014
Chandler Parsons	$14,700,000	2014
James Harden	$14,693,906	2014
Tyson Chandler	$14,596,888	2014
Brandon Roy	$14,399,332	2014
John Wall	$13,701,250	2014
DeMarcus Cousins	$13,701,250	2014
Al Jefferson	$13,500,000	2014
Nenê	$13,000,000	2014
Eric Bledsoe	$13,000,000	2014
Andrew Bogut	$12,972,973	2014
Derrick Favors	$12,950,000	2014
Rajon Rondo	$12,909,090	2014
Joakim Noah	$12,700,000	2014
Tony Parker	$12,500,000	2014
Andre Iguodala	$12,289,544	2014
Serge Ibaka	$12,250,000	2014
Nikola Pekovic	$12,100,000	2014
Kyle Lowry	$12,000,000	2014
Andrea Bargnani	$12,000,000	2014
Kevin Garnett	$12,000,000	2014
David West	$12,000,000	2014
Al Horford	$12,000,000	2014
Ty Lawson	$11,595,506	2014
DeAndre Jordan	$11,440,123	2014
Nicolas Batum	$11,390,500	2014
Tyreke Evans	$11,265,416	2014
JaVale McGee	$11,250,000	2014
Jrue Holiday	$11,000,000	2014
Larry Sanders	$11,000,000	2014
Danilo Gallinari	$10,854,850	2014
Stephen Curry	$10,629,213	2014
Marcin Gortat	$10,434,782	2014
Tim Duncan	$10,361,446	2014
Gerald Wallace	$10,105,855	2014
Anderson Varejao	$9,800,000	2014
Brendan Haywood	$9,798,000	2014
Luol Deng	$9,714,461	2014
Steve Nash	$9,701,000	2014
Kendrick Perkins	$9,588,889	2014
DeMar DeRozan	$9,500,000	2014
Paul Millsap	$9,500,000	2014
Tyrus Thomas	$9,460,664	2014
Mike Miller	$9,332,000	2014
Tiago Splitter	$9,250,000	2014
Jeff Green	$9,200,000	2014
Thaddeus Young	$9,160,870	2014
Jordan Hill	$9,000,000	2014
Lance Stephenson	$9,000,000	2014
Mike Conley	$8,760,000	2014
Monta Ellis	$8,720,000	2014
Marcus Thornton	$8,697,500	2014
Trevor Ariza	$8,600,000	2014
Channing Frye	$8,579,088	2014
Landry Fields	$8,500,000	2014
Ryan Anderson	$8,491,500	2014
Marcus Camby	$8,354,416	2014
Drew Gooden	$8,128,490	2014
Boris Diaw	$8,000,000	2014
OJ Mayo	$8,000,000	2014
George Hill	$8,000,000	2014
Brandon Jennings	$8,000,000	2014
Taj Gibson	$8,000,000	2014
Jeff Teague	$8,000,000	2014
Dirk Nowitzki	$7,974,482	2014
Ersan Ilyasova	$7,900,000	2014
Glen Davis	$7,827,985	2014
Tayshaun Prince	$7,707,865	2014
Al Harrington	$7,609,800	2014
Arron Afflalo	$7,562,500	2014
Goran Dragic	$7,500,000	2014
Kyrie Irving	$7,459,924	2014
Josh Childress	$7,317,500	2014
Wesley Matthews	$7,245,640	2014
Isaiah Thomas	$7,238,606	2014
Avery Bradley	$7,191,011	2014
Pau Gasol	$7,128,000	2014
Jose Calderon	$7,097,191	2014
Amir Johnson	$7,000,000	2014
Manu Ginobili	$7,000,000	2014
Marvin Williams	$7,000,000	2014
Travis Outlaw	$7,000,000	2014
Brandon Bass	$6,950,000	2014
Kevin Martin	$6,792,500	2014
JJ Redick	$6,792,500	2014
Wilson Chandler	$6,754,913	2014
Carl Landry	$6,750,000	2014
Derrick Williams	$6,679,866	2014
Jason Richardson	$6,601,125	2014
Greivis Vasquez	$6,400,000	2014
Jarrett Jack	$6,300,000	2014
Kyle Korver	$6,253,521	2014
Jason Thompson	$6,037,500	2014
Enes Kanter	$6,008,106	2014
Jodie Meeks	$6,000,000	2014
Gerald Henderson	$6,000,000	2014
JR Smith	$5,982,375	2014
Chuck Hayes	$5,958,750	2014
Patrick Patterson	$5,831,326	2014
Jose Juan Barea	$5,822,078	2014
PJ Tucker	$5,700,000	2014
Anthony Davis	$5,607,240	2014
Anthony Bennett	$5,563,920	2014
Andrew Wiggins	$5,510,640	2014
Greg Monroe	$5,479,933	2014
Louis Williams	$5,450,000	2014
Courtney Lee	$5,450,000	2014
Jamal Crawford	$5,450,000	2014
Jason Terry	$5,450,000	2014
Tristan Thompson	$5,421,233	2014
Martell Webster	$5,381,750	2014
JJ Hickson	$5,381,750	2014
Robin Lopez	$5,340,229	2014
Paul Pierce	$5,305,000	2014
Josh McRoberts	$5,305,000	2014
Spencer Hawes	$5,305,000	2014
Shaun Livingston	$5,305,000	2014
Nikola Mirotic	$5,305,000	2014
Chris Andersen	$5,300,000	2014
Zaza Pachulia	$5,200,000	2014
Ricky Rubio	$5,070,686	2014
Michael Kidd-Gilchrist	$5,016,960	2014
Trevor Booker	$5,000,000	2014
Brandan Wright	$5,000,000	2014
Chase Budinger	$5,000,000	2014
Tony Allen	$5,000,000	2014
Nick Young	$4,994,420	2014
Victor Oladipo	$4,978,200	2014
Jabari Parker	$4,930,560	2014
Chris Kaman	$4,800,000	2014
Darren Collison	$4,797,664	2014
Kostas Papanikolaou	$4,797,664	2014
Jameer Nelson	$4,750,000	2014
Corey Brewer	$4,702,500	2014
Timofey Mozgov	$4,650,000	2014
Andre Miller	$4,625,000	2014
Bradley Beal	$4,505,280	2014
Ben Gordon	$4,500,000	2014
Caron Butler	$4,500,000	2014
Luis Scola	$4,500,000	2014
Jonas Jerebko	$4,500,000	2014
Otto Porter	$4,470,480	2014
Joel Embiid	$4,427,640	2014
Luc Mbah a Moute	$4,382,576	2014
Raymond Felton	$4,360,000	2014
Kris Humphries	$4,250,000	2014
Jared Dudley	$4,250,000	2014
CJ Miles	$4,205,000	2014
Bismack Biyombo	$4,086,453	2014
Dion Waiters	$4,062,000	2014
Cody Zeller	$4,030,560	2014
Danny Green	$4,025,000	2014
Mario Chalmers	$4,000,000	2014
Ian Mahinmi	$4,000,000	2014
Thabo Sefolosha	$4,000,000	2014
Aaron Gordon	$3,992,040	2014
Vince Carter	$3,911,981	2014
Kevin Seraphin	$3,898,691	2014
Devin Harris	$3,878,896	2014
Joel Anthony	$3,800,000	2014
Maurice Williams	$3,750,000	2014
Jonas Valanciunas	$3,678,360	2014
Thomas Robinson	$3,678,360	2014
Marreese Speights	$3,657,500	2014
Alex Len	$3,649,920	2014
Dante Exum	$3,615,000	2014
Brandon Knight	$3,553,917	2014
Patrick Mills	$3,500,000	2014
Gerald Green	$3,500,000	2014
Darrell Arthur	$3,457,149	2014
Kemba Walker	$3,452,183	2014
Steve Novak	$3,445,947	2014
Matt Barnes	$3,396,250	2014
Mirza Teletovic	$3,368,100	2014
Damian Lillard	$3,340,920	2014
Mike Scott	$3,333,333	2014
Tyler Hansbrough	$3,326,235	2014
Andrei Kirilenko	$3,326,235	2014
Nerlens Noel	$3,315,120	2014
Marcus Smart	$3,283,320	2014
Jason Smith	$3,278,000	2014
Bojan Bogdanovic	$3,278,000	2014
Evan Turner	$3,278,000	2014
Gary Neal	$3,250,000	2014
Carlos Delfino	$3,250,000	2014
Alec Burks	$3,201,369	2014
Anthony Morrow	$3,200,000	2014
Alexey Shved	$3,198,723	2014
Markieff Morris	$3,153,860	2014
Quincy Pondexter	$3,146,068	2014
Dorell Wright	$3,145,000	2014
Chris Copeland	$3,130,000	2014
Marcus Morris	$3,105,301	2014
Joel Freeland	$3,100,000	2014
Klay Thompson	$3,075,880	2014
Kawhi Leonard	$3,053,368	2014
Harrison Barnes	$3,049,920	2014
Ben McLemore	$3,026,280	2014
DJ Augustin	$3,000,000	2014
Jerryd Bayless	$3,000,000	2014
Kosta Koufos	$3,000,000	2014
Anthony Tolliver	$3,000,000	2014
Randy Foye	$3,000,000	2014
Mike Dunleavy	$3,000,000	2014
Julius Randle	$2,997,360	2014
Will Bynum	$2,915,908	2014
Nikola Vucevic	$2,902,757	2014
Marco Belinelli	$2,873,750	2014
Furkan Aldemir	$2,810,305	2014
Terrence Ross	$2,793,960	2014
Kentavious Caldwell-Pope	$2,772,480	2014
Iman Shumpert	$2,761,113	2014
Luke Ridnour	$2,750,000	2014
Nik Stauskas	$2,745,840	2014
Udonis Haslem	$2,732,000	2014
Brian Roberts	$2,732,000	2014
Kirk Hinrich	$2,730,000	2014
Andre Drummond	$2,568,360	2014
Trey Burke	$2,548,560	2014
Noah Vonleh	$2,524,200	2014
Tobias Harris	$2,511,432	2014
James Johnson	$2,500,000	2014
DeMarre Carroll	$2,500,000	2014
Austin Rivers	$2,439,840	2014
Shelvin Mack	$2,433,333	2014
CJ McCollum	$2,421,000	2014
Elfrid Payton	$2,397,840	2014
Kenneth Faried	$2,373,537	2014
Reggie Jackson	$2,325,680	2014
Meyers Leonard	$2,317,920	2014
Michael Carter-Williams	$2,300,040	2014
Doug McDermott	$2,277,960	2014
Nick Collison	$2,242,003	2014
Jeremy Lamb	$2,202,000	2014
Steven Adams	$2,184,960	2014
Norris Cole	$2,150,188	2014
Cory Joseph	$2,134,593	2014
Jimmy Butler	$2,119,214	2014
Eric Maynor	$2,106,720	2014
Nate Robinson	$2,106,720	2014
Aron Baynes	$2,100,000	2014
Steve Blake	$2,100,000	2014
Danny Granger	$2,100,000	2014
Jordan Farmar	$2,100,000	2014
Vitor Faverani	$2,090,000	2014
Ramon Sessions	$2,077,000	2014
Beno Udrih	$2,077,000	2014
CJ Watson	$2,077,000	2014
Kelly Olynyk	$2,075,760	2014
Zach LaVine	$2,055,840	2014
DeJuan Blair	$2,000,000	2014
Elton Brand	$2,000,000	2014
Kent Bazemore	$2,000,000	2014
John Henson	$1,987,320	2014
Shabazz Muhammad	$1,971,960	2014
TJ Warren	$1,953,120	2014
Moe Harkless	$1,887,840	2014
Samuel Dalembert	$1,885,755	2014
Giannis Antetokounmpo	$1,873,200	2014
Adreian Payne	$1,855,320	2014
Ishmael Smith	$1,838,615	2014
Jeff Ayres	$1,828,750	2014
Anthony Randolph	$1,825,359	2014
Jeremy Evans	$1,795,000	2014
Joffrey Lauvergne	$1,790,281	2014
Reggie Evans	$1,768,654	2014
Lucas Nogueira	$1,762,680	2014
Jusuf Nurkic	$1,762,680	2014
Zoran Dragic	$1,756,500	2014
Gigi Datome	$1,750,000	2014
Tyler Zeller	$1,703,760	2014
Dennis Schroeder	$1,690,680	2014
James Young	$1,674,480	2014
Pablo Prigioni	$1,662,961	2014
Ryan Kelly	$1,650,000	2014
Terrence Jones	$1,618,680	2014
Shane Larkin	$1,606,080	2014
Ronny Turiaf	$1,600,000	2014
Miroslav Raduljica	$1,596,056	2014
Tyler Ennis	$1,590,720	2014
Andrew Nicholson	$1,545,840	2014
Sergey Karasev	$1,533,840	2014
Gary Harris	$1,519,200	2014
Evan Fournier	$1,483,920	2014
Donatas Motiejunas	$1,483,920	2014
Tony Snell	$1,472,400	2014
Bruno Caboclo	$1,458,360	2014
Rasual Butler	$1,448,490	2014
Matt Bonner	$1,448,490	2014
Willie Green	$1,448,490	2014
Hidayet Turkoglu	$1,448,490	2014
Leandro Barbosa	$1,448,490	2014
Richard Jefferson	$1,448,490	2014
Shawn Marion	$1,448,490	2014
James Jones	$1,448,490	2014
Nazr Mohammed	$1,448,490	2014
Jannero Pargo	$1,448,490	2014
Jared Sullinger	$1,424,520	2014
Gorgui Dieng	$1,413,480	2014
Mitch McGary	$1,400,040	2014
Victor Claver	$1,370,000	2014
Mason Plumlee	$1,357,080	2014
Jordan Adams	$1,344,120	2014
Sebastian Telfair	$1,316,809	2014
Ronnie Price	$1,316,809	2014
Francisco Garcia	$1,316,809	2014
Charlie Villanueva	$1,316,809	2014
Jason Maxiell	$1,316,809	2014
John Jenkins	$1,312,920	2014
Ryan Hollins	$1,310,286	2014
Solomon Hill	$1,302,840	2014
Louis Amundson	$1,294,868	2014
Rodney Hood	$1,290,360	2014
Alan Anderson	$1,276,061	2014
Austin Daye	$1,263,550	2014
Bernard James	$1,259,775	2014
Tim Hardaway Jr	$1,250,640	2014
Pero Antic	$1,250,000	2014
Shabazz Napier	$1,238,640	2014
Jordan Hamilton	$1,232,610	2014
Rodney Stuckey	$1,227,985	2014
Aaron Gray	$1,227,985	2014
Shavlik Randolph	$1,227,985	2014
Jeff Adrien	$1,217,698	2014
Tony Wroten	$1,210,080	2014
Reggie Bullock	$1,200,720	2014
Clint Capela	$1,189,200	2014
Miles Plumlee	$1,169,880	2014
Andre Roberson	$1,160,880	2014
PJ Hairston	$1,149,720	2014
Shawne Williams	$1,145,685	2014
Brandon Rush	$1,145,685	2014
Cartier Martin	$1,145,685	2014
Arnett Moultrie	$1,136,160	2014
Christapher Johnson	$1,135,974	2014
Perry Jones	$1,129,200	2014
Rudy Gobert	$1,127,400	2014
Marquis Teague	$1,120,920	2014
Festus Ezeli	$1,112,880	2014
Archie Goodwin	$1,112,280	2014
CJ Wilcox	$1,109,760	2014
Nemanja Nedovic	$1,104,240	2014
Damjan Rudez	$1,100,000	2014
Kyle Anderson	$1,093,680	2014
Kyle Singler	$1,090,000	2014
Xavier Henry	$1,082,000	2014
Omri Casspi	$1,063,384	2014
Alonzo Gee	$1,063,384	2014
Wayne Ellington	$1,063,384	2014
Toure Murry	$1,000,000	2014
Robert Covington	$1,000,000	2014
John Salmons	$1,000,000	2014
Garrett Temple	$981,084	2014
Greg Stiemsma	$981,084	2014
Cole Aldrich	$981,084	2014
Luke Babbitt	$981,084	2014
Alexis Ajinca	$981,084	2014
Ed Davis	$981,084	2014
Wesley Johnson	$981,084	2014
Ekpe Udoh	$981,084	2014
Al-Farouq Aminu	$981,084	2014
Jon Leuer	$967,500	2014
Jorge Gutierrez	$960,566	2014
Ricky Ledo	$960,566	2014
Jimmer Fredette	$948,163	2014
Lavoy Allen	$948,163	2014
Donald Sloan	$948,163	2014
Joey Dorsey	$948,163	2014
Greg Smith	$948,163	2014
E'Twaun Moore	$948,163	2014
Lance Thomas	$937,004	2014
Kendall Marshall	$915,243	2014
Henry Sims	$915,243	2014
Kyle O'Quinn	$915,243	2014
Quincy Acy	$915,243	2014
Darius Miller	$915,243	2014
Khris Middleton	$915,243	2014
Robert Sacre	$915,243	2014
Patrick Beverley	$915,243	2014
Draymond Green	$915,243	2014
Will Barton	$915,243	2014
Aaron Brooks	$915,243	2014
Jeffery Taylor	$915,243	2014
Chris Douglas-Roberts	$915,243	2014
Jae Crowder	$915,243	2014
Nate Wolters	$904,854	2014
Gal Mekel	$888,524	2014
Jerami Grant	$884,879	2014
Devyn Marble	$884,879	2014
Joe Harris	$884,879	2014
Robbie Hummel	$880,000	2014
Jamaal Franklin	$864,510	2014
Allen Crabbe	$862,000	2014
Dante Cunningham	$831,941	2014
Damien Inglis	$820,000	2014
Kenyon Martin	$818,049	2014
Grant Jerrett	$816,482	2014
Carrick Felix	$816,482	2014
Ray McCallum	$816,482	2014
Tony Mitchell	$816,482	2014
Isaiah Canaan	$816,482	2014
Hollis Thompson	$816,482	2014
Dewayne Dedmon	$816,482	2014
Jeff Withey	$816,482	2014
Justin Hamilton	$816,482	2014
Nick Calathes	$816,482	2014
Justin Holiday	$816,482	2014
Ognjen Kuzmic	$816,482	2014
Matthew Dellavedova	$816,482	2014
Troy Daniels	$816,482	2014
Jerome Jordan	$816,482	2014
Phil Pressey	$816,482	2014
Mike Muscala	$816,482	2014
Ian Clark	$816,481	2014
Darius Morris	$803,149	2014
Hassan Whiteside	$775,191	2014
Dahntay Jones	$721,169	2014
Malcolm Thomas	$713,910	2014
Spencer Dinwiddie	$700,000	2014
Johnny O'Bryant	$600,000	2014
Joe Ingles	$507,336	2014
Eric Moreland	$507,336	2014
JaKarr Sampson	$507,336	2014
Travis Wear	$507,336	2014
Cleanthony Early	$507,336	2014
Patric Young	$507,336	2014
Glenn Robinson III	$507,336	2014
James Ennis	$507,336	2014
Russ Smith	$507,336	2014
Jarnell Stokes	$507,336	2014
Tarik Black	$507,336	2014
Jordan Clarkson	$507,336	2014
Shayne Whittington	$507,336	2014
Nick Johnson	$507,336	2014
KJ McDaniels	$507,336	2014
Erick Green	$507,336	2014
Dwight Powell	$507,336	2014
Cameron Bairstow	$507,336	2014
Cory Jefferson	$507,336	2014
Markel Brown	$507,336	2014
AJ Price	$493,917	2014
John Lucas	$491,968	2014
Reggie Williams	$487,905	2014
Glen Rice Jr	$470,677	2014
Quincy Miller	$398,393	2014
Lorenzo Brown	$390,082	2014
Earl Barron	$390,063	2014
Michael Beasley	$330,225	2014
Henry Walker	$311,634	2014
Elijah Millsap	$301,417	2014
Langston Galloway	$295,455	2014
Tyler Johnson	$280,526	2014
Andre Dawkins	$271,697	2014
Toney Douglas	$268,973	2014
James Michael McAdoo	$259,634	2014
Metta World Peace	$250,000	2014
JaMychal Green	$244,712	2014
Shannon Brown	$215,811	2014
Alex Kirk	$214,871	2014
Kalin Lucas	$173,008	2014
Elliot Williams	$161,511	2014
Bryce Cotton	$152,200	2014
Jack Cooley	$152,199	2014
Brandon Davies	$129,676	2014
Earl Clark	$125,104	2014
Lester Hudson	$111,548	2014
Tim Frazier	$107,435	2014
Will Cherry	$106,567	2014
Jabari Brown	$104,450	2014
Jarvis Varnado	$75,000	2014
Drew Gordon	$73,657	2014
David Stockton	$59,686	2014
Jerel McNeal	$59,686	2014
Larry Drew II	$53,716	2014
Seth Curry	$48,028	2014
Arinze Onuaku	$48,028	2014
Dwight Buycks	$48,028	2014
Vander Blue	$48,028	2014
Chris Babb	$48,028	2014
Malcolm Lee	$37,686	2014
Sim Bhullar	$35,000	2014
David Wear	$29,843	2014
Sean Kilpatrick	$29,843	2014
Jarell Eddie	$29,843	2014
Josh Davis	$20,000	2014
Kobe Bryant	$25,000,000	2015
LeBron James	$22,970,500	2015
Carmelo Anthony	$22,875,000	2015
Dwight Howard	$22,359,364	2015
Joe Johnson	$22,309,344	2015
Chris Bosh	$22,192,730	2015
Kevin Durant	$21,971,850	2015
Chris Paul	$21,468,695	2015
Derrick Rose	$20,093,064	2015
Dwyane Wade	$20,000,000	2015
LaMarcus Aldridge	$19,689,000	2015
Marc Gasol	$19,689,000	2015
DeAndre Jordan	$19,689,000	2015
Kevin Love	$19,689,000	2015
Brook Lopez	$19,689,000	2015
Blake Griffin	$18,862,876	2015
Paul Millsap	$18,671,659	2015
David Lee	$17,120,776	2015
Paul George	$16,900,000	2015
Russell Westbrook	$16,744,218	2015
Kawhi Leonard	$16,407,500	2015
Enes Kanter	$16,407,500	2015
Greg Monroe	$16,407,500	2015
Wesley Matthews	$16,407,500	2015
Kyrie Irving	$16,407,500	2015
Jimmy Butler	$16,407,500	2015
Tobias Harris	$16,000,000	2015
James Harden	$15,719,062	2015
Eric Gordon	$15,514,031	2015
Roy Hibbert	$15,514,031	2015
Klay Thompson	$15,501,000	2015
Gordon Hayward	$15,409,570	2015
Chandler Parsons	$15,361,500	2015
Goran Dragic	$14,783,000	2015
John Wall	$14,728,844	2015
DeMarcus Cousins	$14,728,844	2015
Khris Middleton	$14,700,000	2015
Draymond Green	$14,260,870	2015
Tristan Thompson	$14,260,000	2015
Danilo Gallinari	$14,000,000	2015
Reggie Jackson	$13,913,044	2015
DeMarre Carroll	$13,600,000	2015
Brandon Knight	$13,500,000	2015
Eric Bledsoe	$13,500,000	2015
Al Jefferson	$13,500,000	2015
Tony Parker	$13,437,500	2015
Joakim Noah	$13,400,000	2015
JaVale McGee	$13,270,964	2015
Nenê	$13,000,000	2015
Tyson Chandler	$13,000,000	2015
Ricky Rubio	$12,700,000	2015
Robin Lopez	$12,650,000	2015
Ty Lawson	$12,444,552	2015
Rudy Gay	$12,403,101	2015
Serge Ibaka	$12,250,000	2015
Nikola Pekovic	$12,100,000	2015
Derrick Favors	$12,000,000	2015
Kyle Lowry	$12,000,000	2015
Andrew Bogut	$12,000,000	2015
Kemba Walker	$12,000,000	2015
Amir Johnson	$12,000,000	2015
Al Horford	$12,000,000	2015
Nicolas Batum	$11,860,750	2015
Andre Iguodala	$11,710,456	2015
Stephen Curry	$11,370,786	2015
Nikola Vucevic	$11,250,000	2015
Kenneth Faried	$11,235,955	2015
Thaddeus Young	$11,235,955	2015
Marcin Gortat	$11,217,391	2015
Jrue Holiday	$11,000,000	2015
Deron Williams	$10,853,761	2015
Tyreke Evans	$10,734,586	2015
Wilson Chandler	$10,449,438	2015
Monta Ellis	$10,300,000	2015
Anderson Varejao	$10,158,574	2015
Luol Deng	$10,151,612	2015
Gerald Wallace	$10,105,855	2015
Danny Green	$10,000,000	2015
Zach Randolph	$10,000,000	2015
Mike Conley	$9,680,000	2015
DeMar DeRozan	$9,500,000	2015
Rajon Rondo	$9,500,000	2015
Alec Burks	$9,213,484	2015
Omer Asik	$9,213,483	2015
Jeff Green	$9,200,000	2015
Lance Stephenson	$9,000,000	2015
Iman Shumpert	$8,988,765	2015
Ryan Anderson	$8,500,000	2015
Kevin Garnett	$8,500,000	2015
Taj Gibson	$8,500,000	2015
Tiago Splitter	$8,500,000	2015
Brandon Jennings	$8,344,497	2015
Dirk Nowitzki	$8,333,333	2015
Corey Brewer	$8,229,375	2015
Trevor Ariza	$8,200,000	2015
Channing Frye	$8,193,029	2015
Al-Farouq Aminu	$8,042,895	2015
Markieff Morris	$8,000,000	2015
Arron Afflalo	$8,000,000	2015
OJ Mayo	$8,000,000	2015
George Hill	$8,000,000	2015
Jeff Teague	$8,000,000	2015
Ersan Ilyasova	$7,900,000	2015
Avery Bradley	$7,730,337	2015
Kosta Koufos	$7,700,000	2015
Boris Diaw	$7,500,000	2015
Pau Gasol	$7,448,760	2015
Jose Calderon	$7,402,812	2015
Kevin Martin	$7,402,474	2015
JJ Redick	$7,085,000	2015
Anthony Davis	$7,070,730	2015
Cory Joseph	$7,000,000	2015
Louis Williams	$7,000,000	2015
Rodney Stuckey	$7,000,000	2015
Marvin Williams	$7,000,000	2015
Ed Davis	$6,980,802	2015
Isaiah Thomas	$6,912,869	2015
Josh Smith	$6,830,916	2015
Jae Crowder	$6,796,117	2015
Jason Thompson	$6,752,729	2015
Carl Landry	$6,750,000	2015
Greivis Vasquez	$6,600,000	2015
Aron Baynes	$6,500,000	2015
Patrick Beverley	$6,486,486	2015
Michael Kidd-Gilchrist	$6,331,403	2015
Jarrett Jack	$6,300,000	2015
Jodie Meeks	$6,270,000	2015
Patrick Patterson	$6,268,675	2015
Marco Belinelli	$6,060,606	2015
Gerald Henderson	$6,000,000	2015
Andrew Wiggins	$5,758,680	2015
Kyle Korver	$5,746,479	2015
Martell Webster	$5,713,500	2015
Karl-Anthony Towns	$5,703,600	2015
Bradley Beal	$5,694,673	2015
Jamal Crawford	$5,675,000	2015
Courtney Lee	$5,675,000	2015
JJ Hickson	$5,583,413	2015
Josh McRoberts	$5,543,725	2015
Shaun Livingston	$5,543,725	2015
Nikola Mirotic	$5,543,725	2015
Spencer Hawes	$5,543,725	2015
PJ Tucker	$5,500,000	2015
Mirza Teletovic	$5,500,000	2015
Brandan Wright	$5,464,000	2015
Chase Budinger	$5,258,082	2015
Tim Duncan	$5,250,000	2015
Nick Young	$5,219,169	2015
Zaza Pachulia	$5,200,000	2015
Victor Oladipo	$5,192,520	2015
Jabari Parker	$5,152,440	2015
Dion Waiters	$5,138,430	2015
D'Angelo Russell	$5,103,120	2015
Darren Collison	$5,013,559	2015
Chris Kaman	$5,000,000	2015
CJ Watson	$5,000,000	2015
Larry Sanders	$5,000,000	2015
Tony Allen	$5,000,000	2015
Chris Andersen	$5,000,000	2015
Marcus Morris	$5,000,000	2015
JR Smith	$5,000,000	2015
Jonas Jerebko	$5,000,000	2015
Timofey Mozgov	$4,950,000	2015
Mike Dunleavy	$4,837,500	2015
Trevor Booker	$4,775,000	2015
Otto Porter	$4,662,960	2015
Jonas Valanciunas	$4,660,482	2015
Joel Embiid	$4,626,960	2015
Anthony Bennett	$4,597,276	2015
Jahlil Okafor	$4,582,680	2015
Raymond Felton	$4,540,000	2015
Alexis Ajinca	$4,539,607	2015
Kyle Singler	$4,500,000	2015
Kris Humphries	$4,440,000	2015
Derrick Williams	$4,400,000	2015
CJ Miles	$4,394,225	2015
Mike Miller	$4,354,127	2015
Jameer Nelson	$4,345,000	2015
Jason Smith	$4,300,000	2015
Mario Chalmers	$4,300,000	2015
Jose Juan Barea	$4,290,000	2015
